2025-07-27 19:57:27,319 - INFO - === PDF TO JSON CONVERSION STARTED ===
2025-07-27 19:57:27,319 - INFO - Input PDF: /var/scratch/ave303/OP_bench/ORBIT_data.pdf
2025-07-27 19:57:27,319 - INFO - Output JSON: benchmark.json
2025-07-27 19:57:27,319 - INFO - Starting PDF extraction from: /var/scratch/ave303/OP_bench/ORBIT_data.pdf
2025-07-27 19:57:27,581 - INFO - PDF opened successfully. Total pages: 360
2025-07-27 19:57:40,723 - INFO - Parsing PDF content into sections...
2025-07-27 19:57:40,724 - INFO - Found section: REAL
2025-07-27 19:57:40,725 - INFO - Found section: ANIMATED
2025-07-27 19:57:40,725 - INFO - Found section: AI_GENERATED
2025-07-27 19:57:40,725 - INFO - Total sections found: 3
2025-07-27 19:57:40,725 - INFO - Processing section: REAL
2025-07-27 19:57:40,746 - INFO - Processed AI_GENERATED Image 49: theme='garage', questions=3
2025-07-27 19:57:40,746 - INFO - Processed AI_GENERATED Image 50: theme='camping', questions=3
2025-07-27 19:57:40,746 - INFO - Processed AI_GENERATED Image 51: theme='gym', questions=3
2025-07-27 19:57:40,746 - INFO - Processed AI_GENERATED Image 52: theme='beach cleanup', questions=3
2025-07-27 19:57:40,746 - INFO - Processed AI_GENERATED Image 53: theme='garage', questions=3
2025-07-27 19:57:40,746 - INFO - Processed AI_GENERATED Image 54: theme='kitchen', questions=3
2025-07-27 19:57:40,746 - INFO - Processed AI_GENERATED Image 55: theme='classroom', questions=3
2025-07-27 19:57:40,746 - INFO - Processed AI_GENERATED Image 56: theme='classroom', questions=3
2025-07-27 19:57:40,746 - INFO - Processed AI_GENERATED Image 57: theme='classroom', questions=3
2025-07-27 19:57:40,746 - INFO - Processed AI_GENERATED Image 58: theme='kitchen', questions=3
2025-07-27 19:57:40,746 - INFO - Processed AI_GENERATED Image 59: theme='kitchen', questions=3
2025-07-27 19:57:40,747 - INFO - Processed AI_GENERATED Image 60: theme='home setup', questions=3
2025-07-27 19:57:40,747 - INFO - Processed AI_GENERATED Image 61: theme='kitchen', questions=3
2025-07-27 19:57:40,747 - INFO - Processed AI_GENERATED Image 62: theme='picnic', questions=3
2025-07-27 19:57:40,747 - INFO - Processed AI_GENERATED Image 63: theme='construction', questions=3
2025-07-27 19:57:40,747 - INFO - Processed AI_GENERATED Image 64: theme='farm', questions=3
2025-07-27 19:57:40,747 - INFO - Processed AI_GENERATED Image 65: theme='farm', questions=3
2025-07-27 19:57:40,747 - INFO - Processed AI_GENERATED Image 66: theme='library', questions=3
2025-07-27 19:57:40,747 - INFO - Processed AI_GENERATED Image 67: theme='library', questions=3
2025-07-27 19:57:40,747 - INFO - Processed AI_GENERATED Image 68: theme='picnic', questions=3
2025-07-27 19:57:40,747 - INFO - Processed AI_GENERATED Image 69: theme='picnic', questions=3
2025-07-27 19:57:40,747 - INFO - Processed AI_GENERATED Image 70: theme='construction', questions=3
2025-07-27 19:57:40,747 - INFO - Processed AI_GENERATED Image 71: theme='farm', questions=3
2025-07-27 19:57:40,747 - INFO - Processed AI_GENERATED Image 72: theme='farm', questions=3
2025-07-27 19:57:40,747 - INFO - Processed AI_GENERATED Image 73: theme='library', questions=3
2025-07-27 19:57:40,747 - INFO - Processed AI_GENERATED Image 74: theme='farm', questions=3
2025-07-27 19:57:40,748 - INFO - Processed AI_GENERATED Image 75: theme='library', questions=3
2025-07-27 19:57:40,748 - INFO - Processed AI_GENERATED Image 76: theme='library', questions=3
2025-07-27 19:57:40,748 - INFO - Processed AI_GENERATED Image 77: theme='picnic', questions=3
2025-07-27 19:57:40,748 - INFO - Processed AI_GENERATED Image 78: theme='construction', questions=3
2025-07-27 19:57:40,748 - INFO - Processed AI_GENERATED Image 79: theme='library', questions=3
2025-07-27 19:57:40,748 - INFO - Processed AI_GENERATED Image 80: theme='farm', questions=3
2025-07-27 19:57:40,748 - INFO - Processed AI_GENERATED Image 81: theme='camping', questions=3
2025-07-27 19:57:40,748 - INFO - Processed AI_GENERATED Image 82: theme='home setup', questions=3
2025-07-27 19:57:40,748 - INFO - Processed AI_GENERATED Image 83: theme='home setup', questions=3
2025-07-27 19:57:40,748 - INFO - Processed AI_GENERATED Image 84: theme='home setup', questions=3
2025-07-27 19:57:40,748 - INFO - Processed AI_GENERATED Image 85: theme='kitchen', questions=3
2025-07-27 19:57:40,748 - INFO - Processed AI_GENERATED Image 86: theme='zoo', questions=3
2025-07-27 19:57:40,748 - INFO - Processed AI_GENERATED Image 87: theme='zoo', questions=3
2025-07-27 19:57:40,748 - INFO - Processed AI_GENERATED Image 88: theme='bustop', questions=3
2025-07-27 19:57:40,748 - INFO - Processed AI_GENERATED Image 89: theme='bustop', questions=3
2025-07-27 19:57:40,749 - INFO - Processed AI_GENERATED Image 90: theme='bustop', questions=3
2025-07-27 19:57:40,749 - INFO - Processed AI_GENERATED Image 91: theme='driveway', questions=3
2025-07-27 19:57:40,749 - INFO - Processed AI_GENERATED Image 92: theme='driveway', questions=3
2025-07-27 19:57:40,749 - INFO - Processed AI_GENERATED Image 93: theme='driveway', questions=3
2025-07-27 19:57:40,749 - INFO - Processed AI_GENERATED Image 94: theme='library', questions=3
2025-07-27 19:57:40,749 - INFO - Processed AI_GENERATED Image 95: theme='library', questions=3
2025-07-27 19:57:40,749 - INFO - Processed AI_GENERATED Image 96: theme='picnic', questions=3
2025-07-27 19:57:40,749 - INFO - Processed AI_GENERATED Image 97: theme='picnic', questions=3
2025-07-27 19:57:40,749 - INFO - Processed AI_GENERATED Image 98: theme='picnic', questions=3
2025-07-27 19:57:40,749 - INFO - Processed AI_GENERATED Image 99: theme='park', questions=3
2025-07-27 19:57:40,749 - INFO - Processed AI_GENERATED Image 100: theme='park', questions=3
2025-07-27 19:57:40,749 - INFO - Processed AI_GENERATED Image 101: theme='home setup', questions=3
2025-07-27 19:57:40,749 - INFO - Processed AI_GENERATED Image 102: theme='kitchen', questions=3
2025-07-27 19:57:40,749 - INFO - Processed AI_GENERATED Image 103: theme='kitchen', questions=3
2025-07-27 19:57:40,749 - INFO - Processed AI_GENERATED Image 104: theme='market', questions=3
2025-07-27 19:57:40,750 - INFO - Processed AI_GENERATED Image 105: theme='market', questions=3
2025-07-27 19:57:40,750 - INFO - Processed AI_GENERATED Image 106: theme='market', questions=3
2025-07-27 19:57:40,750 - INFO - Processed AI_GENERATED Image 107: theme='home setup', questions=3
2025-07-27 19:57:40,750 - INFO - Processed AI_GENERATED Image 108: theme='construction', questions=3
2025-07-27 19:57:40,750 - INFO - Processed AI_GENERATED Image 109: theme='home setup', questions=3
2025-07-27 19:57:40,750 - INFO - Processed AI_GENERATED Image 110: theme='biking', questions=3
2025-07-27 19:57:40,750 - INFO - Processed AI_GENERATED Image 111: theme='garage', questions=3
2025-07-27 19:57:40,750 - INFO - Processed AI_GENERATED Image 112: theme='garage', questions=3
2025-07-27 19:57:40,750 - INFO - Processed AI_GENERATED Image 113: theme='home setup', questions=3
2025-07-27 19:57:40,750 - INFO - Processed AI_GENERATED Image 114: theme='home setup', questions=3
2025-07-27 19:57:40,750 - INFO - Processed AI_GENERATED Image 115: theme='home setup', questions=3
2025-07-27 19:57:40,750 - INFO - Processed AI_GENERATED Image 116: theme='home setup', questions=3
2025-07-27 19:57:40,750 - INFO - Processed AI_GENERATED Image 117: theme='home setup', questions=3
2025-07-27 19:57:40,750 - INFO - Processed AI_GENERATED Image 118: theme='park', questions=3
2025-07-27 19:57:40,750 - INFO - Processed AI_GENERATED Image 119: theme='tech', questions=3
2025-07-27 19:57:40,751 - INFO - Processed AI_GENERATED Image 120: theme='kitchen', questions=3
2025-07-27 19:57:40,751 - INFO - Completed section AI_GENERATED: 120 images processed
2025-07-27 19:57:40,751 - INFO - === EXTRACTION SUMMARY ===
2025-07-27 19:57:40,751 - INFO - Total images processed: 360
2025-07-27 19:57:40,751 - INFO - REAL: 120 images
2025-07-27 19:57:40,751 - INFO - ANIMATED: 120 images
2025-07-27 19:57:40,751 - INFO - AI_GENERATED: 120 images
2025-07-27 19:57:40,751 - INFO - Total questions extracted: 1080
2025-07-27 19:57:40,751 - INFO - Expected questions: 1080
2025-07-27 19:57:40,751 - INFO - Validating extracted data...
2025-07-27 19:57:40,751 - INFO - === VALIDATION RESULTS ===
2025-07-27 19:57:40,751 - INFO - Section distribution: {'REAL': 120, 'ANIMATED': 120, 'AI_GENERATED': 120}
2025-07-27 19:57:40,751 - INFO - Property categories: {'physical': 244, 'functional': 220, 'relational': 283, 'taxonomic': 333}
2025-07-27 19:57:40,751 - INFO - REAL themes (22): ['beach cleanup', 'bedroom', 'biking', 'camping', 'classroom', 'construction', 'driveway', 'garage', 'gardening', 'gym', 'home setup', 'kitchen', 'laboratory', 'library', 'market', 'meeting room', 'salon', 'tech', 'tools', 'urban', 'wardrobe', 'zoo']
2025-07-27 19:57:40,751 - INFO - ANIMATED themes (20): ['beach cleanup', 'bedroom', 'biking', 'classroom', 'construction', 'farm', 'garage', 'gardening', 'gym', 'home setup', 'kitchen', 'laboratory', 'market', 'meeting room', 'park', 'salon', 'tools', 'urban', 'wardrobe', 'zoo']
2025-07-27 19:57:40,751 - INFO - AI_GENERATED themes (21): ['beach cleanup', 'bedroom', 'biking', 'bustop', 'camping', 'classroom', 'construction', 'driveway', 'farm', 'garage', 'gym', 'home setup', 'kitchen', 'laboratory', 'library', 'market', 'park', 'picnic', 'tech', 'tools', 'zoo']
2025-07-27 19:57:40,752 - INFO - Data validation passed - no issues found!
2025-07-27 19:57:40,752 - INFO - Creating benchmark JSON file: benchmark.json
2025-07-27 19:57:40,761 - INFO - Successfully saved benchmark JSON to: benchmark.json
2025-07-27 19:57:40,761 - INFO - === BENCHMARK SUMMARY ===
2025-07-27 19:57:40,761 - INFO - Total images in benchmark: 360
2025-07-27 19:57:40,762 - INFO - Total questions in benchmark: 1080
2025-07-27 19:57:40,762 - INFO - Images per section: {'REAL': 120, 'ANIMATED': 120, 'AI_GENERATED': 120}
2025-07-27 19:57:40,762 - INFO - Benchmark file size: 456,899 bytes
2025-07-27 19:57:40,762 - INFO - === PDF TO JSON CONVERSION COMPLETED SUCCESSFULLY ===
